site,month,surface_temp,clarity,conductivity,net,date_time_set,depth_1,depth_2,date_time_pull,lat,long
NTS,7,25.5,6.6,8.4,GIL20,7/23/2022 19:18,15.7,15.9,7/24/2022 6:06,-119.6119817,40.180055
NTS,7,25.5,6.6,8.4,MINBEN25,7/23/2022 18:42,24.8,,7/24/2022 8:28,-119.6197733,40.17072167
NTS,7,25.5,6.6,8.4,MINBEN30,7/23/2022 18:39,29.4,,7/24/2022 8:34,-119.6196567,40.16818667
NTS,7,25.5,6.6,8.4,GIL30,7/23/2022 19:22,25.9,26.3,7/24/2022 5:48,-119.6083367,40.17265
NTS,7,25.5,6.6,8.4,HOPS,7/23/2022 19:11,3.1,3.3,7/24/2022 7:42,-119.61711,40.19106667
PEP,5,16.1,5.77,8.01,MIN01,5/17/2022 17:41,1.2,,5/18/2022 10:07,,
PEP,5,16.1,5.77,8.01,MIN02,5/17/2022 17:43,2.3,,5/18/2022 10:08,,
PEP,5,16.1,5.77,8.01,MIN05,5/17/2022 17:45,5.2,,5/18/2022 10:44,,
PEP,5,16.1,5.77,8.01,HOP10,5/17/2022 17:16,8.5,,5/18/2022 7:13,,
PEP,5,16.1,5.77,8.01,MIN10,5/17/2022 18:00,11.9,,,,
PEP,5,16.1,5.77,8.01,GIL10,5/17/2022 17:05,8.2,13.2,5/18/2022 9:23,,
PEP,5,16.1,5.77,8.01,MIN15,5/17/2022 18:24,16.3,,5/18/2022 10:47,,
PEP,5,16.1,5.77,8.01,HOP20,5/17/2022 17:22,18.9,,5/18/2022 7:08,,
PEP,5,16.1,5.77,8.01,MIN20,5/17/2022 18:27,19.1,,5/18/2022 10:52,,
PEP,5,16.1,5.77,8.01,GIL20,5/17/2022 17:08,18.7,21.7,5/18/2022 8:17,,
PEP,5,16.1,5.77,8.01,MIN25,5/17/2022 18:32,24.5,,5/18/2022 10:55,,
PEP,5,16.1,5.77,8.01,HOP30,5/17/2022 17:28,29.1,,5/18/2022 7:04,,
PEP,5,16.1,5.77,8.01,MIN30,5/17/2022 18:35,29.5,,5/18/2022 10:58,,
PEP,5,16.1,5.77,8.01,GIL30,5/17/2022 17:09,27.8,29.1,5/18/2022 7:18,,
PEP,6,17.2,7.17,8.25,MIN01,6/15/2022 17:36,1.1,,6/16/2022 8:15,0,0
PEP,6,17.2,7.17,8.25,MIN02,6/15/2022 17:37,2.1,,6/16/2022 8:13,0,0
PEP,6,17.2,7.17,8.25,MIN05,6/15/2022 17:41,4.4,,6/16/2022 8:17,0,0
PEP,6,17.2,7.17,8.25,MIN10,6/15/2022 17:44,8.7,,6/16/2022 8:19,0,0
PEP,6,17.2,7.17,8.25,GIL10,6/15/2022 18:18,8.3,11.7,6/16/2022 6:50,0,0
PEP,6,17.2,7.17,8.25,MIN15,6/15/2022 17:48,13.4,,6/16/2022 8:22,0,0
PEP,6,17.2,7.17,8.25,MIN20,6/15/2022 17:50,18.5,,6/16/2022 8:26,0,0
PEP,6,17.2,7.17,8.25,GIL20,6/15/2022 18:18,18.4,20.8,6/16/2022 6:16,0,0
PEP,6,17.2,7.17,8.25,MIN25,6/15/2022 17:56,23.3,,6/16/2022 8:29,0,0
PEP,6,17.2,7.17,8.25,MIN30,6/15/2022 18:00,28.4,,6/16/2022 8:32,0,0
PEP,6,17.2,7.17,8.25,GIL30,6/15/2022 18:04,27.4,29.9,6/16/2022 5:56,0,0
PEP,6,17.2,7.17,8.25,HOPS,6/15/2022 18:25,2.3,,6/16/2022 8:15,0,0
PEP,7,25.3,7.42,8.45,MINBEN01,7/22/2022 17:16,1.2,,7/23/2022 7:26,-119.6223433,40.000915
PEP,7,25.3,7.42,8.45,MINBEN02,7/22/2022 17:17,2,,7/23/2022 7:26,-119.6223167,40.00091167
PEP,7,25.3,7.42,8.45,MINBEN05,7/22/2022 17:17,5,,7/23/2022 7:23,-119.622285,40.00091333
PEP,7,25.3,7.42,8.45,MINBEN10,7/22/2022 17:18,10.1,,7/23/2022 7:20,-119.62168,40.000935
PEP,7,25.3,7.42,8.45,GIL10,7/22/2022 17:49,5.5,12.8,7/23/2022 6:03,-119.6214717,40.00402667
PEP,7,25.3,7.42,8.45,MINBEN15,7/22/2022 17:20,15,,7/23/2022 7:14,-119.6205817,40.00097167
PEP,7,25.3,7.42,8.45,MINBEN20,7/22/2022 17:33,21.2,,7/23/2022 7:11,-119.6186483,40.00166833
PEP,7,25.3,7.42,8.45,GIL20,7/22/2022 17:50,15.4,19.3,7/23/2022 5:36,-119.62089,40.00423167
PEP,7,25.3,7.42,8.45,MINBEN25,7/22/2022 17:35,25,,7/23/2022 7:07,-119.6179867,40.00181
PEP,7,25.3,7.42,8.45,MINBEN30,7/22/2022 17:38,31.1,,7/23/2022 7:04,-119.6170883,40.00170167
PEP,7,25.3,7.42,8.45,GIL30,7/22/2022 17:53,25,26.1,7/23/2022 5:22,-119.6179183,40.004925
PEP,7,25.3,7.42,8.45,HOPS,7/22/2022 17:46,2.4,3.1,7/23/2022 6:58,-119.6221783,40.00341833
PLQ,5,15,5.64,7.96,MIN01,5/25/2022 18:55,0.8,,5/26/2022 7:40,,
PLQ,5,15,5.64,7.96,MIN02,5/25/2022 18:55,1.9,,5/26/2022 7:44,,
PLQ,5,15,5.64,7.96,MIN05,5/25/2022 18:51,4.1,,5/26/2022 7:45,,
PLQ,5,15,5.64,7.96,GIL10,5/25/2022 18:15,9,10,5/26/2022 6:53,,
PLQ,5,15,5.64,7.96,MIN10,5/25/2022 18:47,8.7,,5/26/2022 7:53,,
PLQ,5,15,5.64,7.96,HOP10,5/25/2022 18:19,8.4,,5/26/2022 7:49,,
PLQ,5,15,5.64,7.96,MIN15,5/25/2022 18:43,13.4,,5/26/2022 7:57,,
PLQ,5,15,5.64,7.96,GIL20,5/25/2022 18:11,17.6,18.6,5/26/2022 6:31,,
PLQ,5,15,5.64,7.96,MIN20,5/25/2022 18:40,18.1,,5/26/2022 8:01,,
PLQ,5,15,5.64,7.96,HOP20,5/25/2022 18:24,17.7,,5/26/2022 8:06,,
PLQ,5,15,5.64,7.96,MIN25,5/25/2022 18:36,23.9,,5/26/2022 8:08,,
PLQ,5,15,5.64,7.96,GIL30,5/25/2022 18:07,26.3,26.9,5/26/2022 6:12,,
PLQ,5,15,5.64,7.96,MIN30,5/25/2022 18:32,27.4,,5/26/2022 8:12,,
PLQ,5,15,5.64,7.96,HOP30,5/25/2022 18:29,28.3,,5/26/2022 8:18,,
PLQ,6,18.5,0,8.25,GIL10,6/26/2022 17:41,5,9,6/27/2022 5:53,-119.687285,40.08913833
PLQ,6,18.5,0,8.25,GIL20,6/26/2022 17:36,15,17.8,6/27/2022 5:39,-119.6840417,40.08895167
PLQ,6,18.5,0,8.25,GIL30,6/26/2022 17:33,21.8,22.9,6/27/2022 5:22,-119.681995,40.08909333
PLQ,7,24.1,6.9,8.45,MINBEN01,7/26/2022 18:54,1.4,,7/27/2022 8:30,-119.6891517,40.08981667
PLQ,7,24.1,6.9,8.45,MINBEN02,7/26/2022 18:53,2.2,,7/27/2022 8:30,-119.68913,40.089845
PLQ,7,24.1,6.9,8.45,MINBEN05,7/26/2022 18:52,5.2,,7/27/2022 8:35,-119.68815,40.08994667
PLQ,7,24.1,6.9,8.45,MINBEN10,7/26/2022 18:52,9.6,,7/27/2022 8:38,-119.6878,40.08996333
PLQ,7,24.1,6.9,8.45,GIL10,7/26/2022 19:00,5,8.4,7/27/2022 6:56,-119.6875183,40.08772333
PLQ,7,24.1,6.9,8.45,MINBEN15,7/26/2022 18:50,15.5,,7/27/2022 8:50,-119.6847883,40.089755
PLQ,7,24.1,6.9,8.45,MINBEN20,7/26/2022 18:48,19.8,,7/27/2022 9:00,-119.6831633,40.08961167
PLQ,7,24.1,6.9,8.45,GIL20,7/26/2022 19:03,15,16,7/27/2022 6:25,-119.684605,40.08754333
PLQ,7,24.1,6.9,8.45,MINBEN25,7/26/2022 18:47,24.9,,7/27/2022 9:02,-119.6812817,40.08955167
PLQ,7,24.1,6.9,8.45,MINBEN30,7/26/2022 18:45,29.5,,7/27/2022 9:07,-119.6792683,40.08886
PLQ,7,24.1,6.9,8.45,HOPS,7/26/2022 18:58,2.1,2.3,7/27/2022 8:20,-119.6884133,40.08779333
PYR,5,12.4,5.33,8.03,MIN01,5/18/2022 19:21,1,,5/19/2022 9:02,,
PYR,5,12.4,5.33,8.03,MIN02,5/18/2022 19:23,1.7,,5/19/2022 9:03,,
PYR,5,12.4,5.33,8.03,MIN05,5/18/2022 19:25,4.7,,5/19/2022 9:04,,
PYR,5,12.4,5.33,8.03,HOP10,5/18/2022 19:14,9.6,,5/19/2022 8:55,,
PYR,5,12.4,5.33,8.03,MIN10,5/18/2022 19:31,10.1,,5/19/2022 9:07,,
PYR,5,12.4,5.33,8.03,GIL10,5/18/2022 18:47,7.2,11.2,5/19/2022 7:37,,
PYR,5,12.4,5.33,8.03,MIN15,5/18/2022 19:36,14.7,,5/19/2022 9:10,,
PYR,5,12.4,5.33,8.03,HOP20,5/18/2022 19:09,19.1,,5/19/2022 8:51,,
PYR,5,12.4,5.33,8.03,MIN20,5/18/2022 19:43,16.1,,,,
PYR,5,12.4,5.33,8.03,GIL20,5/18/2022 18:50,17.1,18.5,5/19/2022 7:00,,
PYR,5,12.4,5.33,8.03,MIN25,5/18/2022 19:49,24.3,,5/19/2022 9:16,,
PYR,5,12.4,5.33,8.03,HOP30,5/18/2022 19:03,29.5,,5/19/2022 8:50,,
PYR,5,12.4,5.33,8.03,MIN30,5/18/2022 19:57,28.1,,5/19/2022 9:18,,
PYR,5,12.4,5.33,8.03,GIL30,5/18/2022 18:53,27.3,29.5,5/19/2022 6:14,,
PYR,6,18.2,7.6,8.23,MINBEN01,6/27/2022 15:52,0.8,,6/28/2022 7:54,-119.4959317,39.97632667
PYR,6,18.2,7.6,8.23,MINBEN02,6/27/2022 15:51,1.5,,6/28/2022 7:54,-119.49595,39.97639167
PYR,6,18.2,7.6,8.23,MINBEN05,6/27/2022 15:50,5.1,,6/28/2022 7:52,-119.4967317,39.97629333
PYR,6,18.2,7.6,8.23,GIL10,6/27/2022 16:08,5.9,6.4,6/28/2022 5:55,-119.49634,39.972155
PYR,6,18.2,7.6,8.23,MINBEN10,6/27/2022 15:48,11,,6/28/2022 7:48,-119.4972333,39.97630833
PYR,6,18.2,7.6,8.23,MINBEN15,6/27/2022 15:46,15.2,,6/28/2022 7:45,-119.4974633,39.97638833
PYR,6,18.2,7.6,8.23,GIL20,6/27/2022 16:05,14.8,16.7,6/28/2022 5:10,-119.4974717,39.97237667
PYR,6,18.2,7.6,8.23,MINBEN20,6/27/2022 15:44,20.1,,6/28/2022 7:42,-119.4978417,39.97642333
PYR,6,18.2,7.6,8.23,MINBEN25,6/27/2022 15:43,25.5,,6/28/2022 7:38,-119.49846,39.97636167
PYR,6,18.2,7.6,8.23,GIL30,6/27/2022 16:01,23.3,25.5,6/28/2022 4:48,-119.49881,39.97240333
PYR,6,18.2,7.6,8.23,MINBEN30,6/27/2022 15:40,29.7,,6/28/2022 7:35,-119.4989067,39.976225
PYR,7,23.1,0,8.21,MINBEN01,7/27/2022 18:50,1.3,,7/28/2022 7:08,-119.49574,39.97470667
PYR,7,23.1,0,8.21,MINBEN02,7/27/2022 18:50,2,,7/28/2022 7:08,-119.49582,39.97470667
PYR,7,23.1,0,8.21,MINBEN05,7/27/2022 18:48,5.5,,7/28/2022 7:10,-119.4964733,39.97478
PYR,7,23.1,0,8.21,MINBEN10,7/27/2022 18:47,9.7,,7/28/2022 7:13,-119.4968233,39.97475
PYR,7,23.1,0,8.21,GIL10,7/27/2022 18:57,5.2,6.5,7/28/2022 6:07,-119.4961883,39.97307667
PYR,7,23.1,0,8.21,MINBEN15,7/27/2022 18:46,15,,7/28/2022 7:15,-119.497185,39.97475
PYR,7,23.1,0,8.21,MINBEN20,7/27/2022 18:44,19.2,,7/28/2022 7:18,-119.4976,39.97467333
PYR,7,23.1,0,8.21,GIL20,7/27/2022 18:59,15,18,7/28/2022 5:42,-119.49804,39.97280333
PYR,7,23.1,0,8.21,MINBEN25,7/27/2022 18:42,24.5,,7/28/2022 7:19,-119.4991833,39.97440833
PYR,7,23.1,0,8.21,MINBEN30,7/27/2022 18:41,29.1,,7/28/2022 7:24,-119.4998517,39.97437667
PYR,7,23.1,0,8.21,HOPS,7/27/2022 18:55,3.1,3.8,7/28/2022 6:57,-119.4956367,39.972995
TAM,5,,3.48,,MIN01,5/3/2022 18:34,0.8,,5/4/2022 10:14,,
TAM,5,,3.48,,MIN02,5/3/2022 18:38,2.3,,5/4/2022 12:59,,
TAM,5,,3.48,,MIN05,5/3/2022 18:42,4.3,,5/4/2022 13:00,,
TAM,5,,3.48,,HOP10,5/3/2022 18:16,9,,5/4/2022 9:43,,
TAM,5,,3.48,,MIN10,5/3/2022 18:44,9.8,,5/4/2022 10:06,,
TAM,5,,3.48,,GIL10,5/3/2022 17:55,8.2,15.5,5/4/2022 8:40,,
TAM,5,,3.48,,MIN15,5/3/2022 18:46,14.3,,5/4/2022 10:02,,
TAM,5,,3.48,,HOP20,5/3/2022 18:21,18.9,,5/4/2022 9:38,,
TAM,5,,3.48,,MIN20,5/3/2022 18:49,20.4,,5/4/2022 9:04,,
TAM,5,,3.48,,GIL20,5/3/2022 17:58,18,22.3,5/4/2022 8:11,,
TAM,5,,3.48,,MIN25,5/3/2022 18:56,24.4,,5/4/2022 9:52,,
TAM,5,,3.48,,HOP30,5/3/2022 18:27,29,,5/4/2022 9:30,,
TAM,5,,3.48,,MIN30,5/3/2022 18:58,28.4,,5/4/2022 9:48,,
TAM,5,,3.48,,GIL30,5/3/2022 18:06,28.5,29.1,5/4/2022 7:36,,
TAM,6,16.5,7.9,8.26,MINBEN01,6/20/2022 18:13,1.4,,6/21/2022 8:31,0,0
TAM,6,16.5,7.9,8.26,MINBEN02,6/20/2022 18:14,2,,6/21/2022 8:30,0,0
TAM,6,16.5,7.9,8.26,MINBEN05,6/20/2022 18:20,4.4,,6/21/2022 8:27,0,0
TAM,6,16.5,7.9,8.26,GIL10,6/20/2022 18:01,8.1,15.9,6/21/2022 6:51,0,0
TAM,6,16.5,7.9,8.26,MINBEN10,6/20/2022 18:22,8.4,,6/21/2022 8:24,0,0
TAM,6,16.5,7.9,8.26,MINBEN15,6/20/2022 18:25,15,,6/21/2022 8:22,0,0
TAM,6,16.5,7.9,8.26,GIL20,6/20/2022 18:00,15.4,16.8,6/21/2022 6:16,0,0
TAM,6,16.5,7.9,8.26,MINBEN20,6/20/2022 18:28,19.4,,6/21/2022 8:19,0,0
TAM,6,16.5,7.9,8.26,MINBEN25,6/20/2022 18:30,24.6,,6/21/2022 8:16,0,0
TAM,6,16.5,7.9,8.26,GIL30,6/20/2022 17:51,26.8,29.1,6/21/2022 5:41,0,0
TAM,6,16.5,7.9,8.26,MINBEN30,6/20/2022 18:35,28.8,,lost,0,0
TAM,6,16.5,7.9,8.26,HOPS,6/19/2022 17:54,2,2.2,6/20/2022 5:54,0,0
TAM,6,16.5,7.9,8.26,HOPS,6/20/2022 18:09,4.9,5,6/21/2022 7:27,0,0
TAM,7,25.6,0,8.55,MINBEN01,7/30/2022 19:00,1.1,,7/31/2022 7:25,-119.5402533,39.91369333
TAM,7,25.6,0,8.55,MINBEN02,7/30/2022 19:00,2,,7/31/2022 7:24,-119.5401167,39.91382667
TAM,7,25.6,0,8.55,MINBEN05,7/30/2022 18:59,5,,7/31/2022 7:28,-119.5393883,39.91421333
TAM,7,25.6,0,8.55,GIL10,7/30/2022 19:06,5,11,7/31/2022 6:21,-119.5373517,39.91336667
TAM,7,25.6,0,8.55,MINBEN10,7/30/2022 18:58,10.2,,7/31/2022 7:33,-119.5390933,39.91439167
TAM,7,25.6,0,8.55,MINBEN15,7/30/2022 18:56,15,,7/31/2022 7:35,-119.5391167,39.91447
TAM,7,25.6,0,8.55,GIL20,7/30/2022 19:09,12.2,14,7/31/2022 5:37,-119.5349883,39.9128
TAM,7,25.6,0,8.55,MINBEN20,7/30/2022 18:55,20.1,,7/31/2022 7:38,-119.5386883,39.91476833
TAM,7,25.6,0,8.55,MINBEN25,7/30/2022 18:52,25.2,,7/31/2022 7:41,-119.5359883,39.91686333
TAM,7,25.6,0,8.55,MINBEN30,7/30/2022 18:51,29.8,,7/31/2022 7:43,-119.5351417,39.91725667
TAM,7,25.6,0,8.55,HOPS,7/30/2022 19:04,2,3,7/31/2022 7:09,-119.5385417,39.91285333
BLH,6,17,0,8.17,BLHLT3,6/8/2022 19:00,5.5,57.4,,-119.4868383,39.873125
TAM,6,17,0,8.16,TAMLT3,6/8/2022 15:07,6.7,34.7,,-119.5253333,39.90130833
PEP,6,18.2,0,8.24,PEPLT3,6/8/2022 17:25,10.2,17.7,,-119.6222083,40.00598167
PLQ,6,17.7,7.45,8.32,PLQLT3,6/8/2022 18:52,5.5,33.9,,-119.6877867,40.086955
NTS,6,16.2,0,8.16,NTSLT3,6/9/2022 13:39,4.3,8,,-119.62669,40.185265
HEK,6,17.8,6.8,8.19,HEKLT3,6/9/2022 15:48,6.5,21.8,,-119.5192283,40.15860667
ABY,6,18.2,8.1,8.22,ABYLT3,6/9/2022 19:00,7.5,60.1,,-119.5008317,40.09294667
PYR,6,16,5.93,8.22,PYRLT3,6/9/2022 19:06,6.2,54.3,,0,0
DAG,6,19.9,0,7.95,DAGLT3,6/10/2022 0:47,4,6.7,,-119.45492,39.90475833
TAM,7,22.1,0,8.38,TAMLT5,7/15/2022 19:00,4,35,,,
BLH,7,22.8,0,8.35,BLHLT5,7/15/2022 14:25,9.7,27,,,
DAG,7,22.2,5.91,8.28,DAGLT5,7/15/2022 15:19,3,14.7,,,
PYR,7,21.8,6.23,8.32,PYRLT5,7/15/2022 16:31,11,24,,,
ABY,7,23,6.3,8.37,ABYLT5,7/15/2022 17:40,11,30.9,,,
HEK,7,22.3,5.77,8.36,HEKLT5,7/15/2022 18:36,10.2,13.2,,,
NTS,7,23.5,4.97,8.4,NTSLT6,7/15/2022 19:45,5.1,9.3,,,
PLQ,7,23.3,6.18,8.33,PLQLT6,7/15/2022 20:44,4.8,10.5,,,
PEP,7,24.3,6.16,8.4,PEPLT6,7/15/2022 21:42,5,23,,,
TAM,8,0,0,0,TAMLT7,8/1/2022 14:07,5.1,25.1,,-119.53859,39.91572667
BLH,8,0,0,0,BLHLT7,8/1/2022 15:02,3.8,26.1,,,
PEP,8,0,0,0,PEPLT7,8/1/2022 16:14,4.8,18,,-119.6230483,39.99787333
PLQ,8,25.5,0,8.45,PLQLT7,8/1/2022 17:11,7.7,14.5,,-119.6871217,40.08822833
NTS,8,24.6,0,8.41,NTSLT7,8/1/2022 18:02,36,41,,-119.6136517,40.16061333
HEK,8,25.1,0,8.49,HEKLT7,8/1/2022 18:53,4.7,17,,-119.5237067,40.16268333
ABY,8,22,0,8.34,ABYLT7,8/1/2022 19:46,44,51.8,,-119.5024233,40.091465
PYR,8,23.2,0,8.47,PYRLT7,8/2/2022 13:28,4.7,18,,-119.49726,39.97482833
DAG,8,24.1,0,8.49,DAGLT7,8/2/2022 14:40,15,19.3,,-119.4202683,39.89567333
BLH,6,17,0,8.17,BLHLT4,6/8/2022 19:00,5.5,48,,,
TAM,6,17,0,8.16,TAMLT4,6/8/2022 15:07,6.9,24.2,,,
PEP,6,18.2,0,8.24,PEPLT4,6/8/2022 17:25,33.7,44,,,
PLQ,6,17.7,7.45,8.32,PLQLT4,6/8/2022 18:52,28.4,33.4,,,
NTS,6,16.2,0,8.16,NTSLT4,6/9/2022 13:39,36.2,47.2,,,
HEK,6,17.8,6.8,8.19,HEKLT4,6/9/2022 15:48,25.5,33,,,
ABY,6,18.2,8.1,8.22,ABYLT4,6/9/2022 19:00,5.2,81.7,,,
PYR,6,16,5.93,8.22,PYRLT4,6/9/2022 19:06,5.1,32.1,,,
DAG,6,19.9,0,7.95,DAGLT4,6/10/2022 0:47,34.6,49,,,
TAM,7,22.1,0,8.38,TAMLT6,7/15/2022 19:00,38,62,,,
BLH,7,22.8,0,8.35,BLHLT6,7/15/2022 14:25,42,48,,,
DAG,7,22.2,5.91,8.28,DAGLT6,7/15/2022 15:19,34,48.2,,,
PYR,7,21.8,6.23,8.32,PYRLT6,7/15/2022 16:31,34,57,,,
ABY,7,23,6.3,8.37,ABYLT6,7/15/2022 17:40,31,54,,,
HEK,7,22.3,5.77,8.36,HEKLT6,7/15/2022 18:36,30,32,,,
NTS,7,23.5,4.97,8.4,NTSLT5,7/15/2022 19:45,35,37.5,,,
PLQ,7,23.3,6.18,8.33,PLQLT5,7/15/2022 20:44,35.3,37.8,,,
PEP,7,24.3,6.16,8.4,PEPLT5,7/15/2022 21:42,27,45,,,
TAM,8,0,0,0,TAMLT8,8/1/2022 14:07,35,43,,-119.5289017,39.91342667
BLH,8,0,0,0,BLHLT8,8/1/2022 15:02,26.8,47,,,
PEP,8,0,0,0,PEPLT8,8/1/2022 16:14,35,48,,-119.6117867,39.99790833
PLQ,8,25.5,0,8.45,PLQLT8,8/1/2022 17:11,31,41.3,,-119.677715,40.09947333
NTS,8,24.6,0,8.41,NTSLT8,8/1/2022 18:02,8,17.7,,-119.5855467,40.18709833
HEK,8,25.1,0,8.49,HEKLT8,8/1/2022 18:53,31,40,,-119.5312117,40.15510167
ABY,8,22,0,8.34,ABYLT8,8/1/2022 19:46,4.5,22.1,,-119.497595,40.087975
PYR,8,23.2,0,8.47,PYRLT8,8/2/2022 13:28,31.5,45,,-119.500435,39.970675
DAG,8,24.1,0,8.49,DAGLT8,8/2/2022 14:40,34,41.5,,-119.44338,39.90639333
